User_ID,Age_Group,Occupation,Region,Google_Products_Used,Most_Used_Product,Usage_Frequency,Satisfaction_Score,Non_Adoption_Reason,Data_Source
U0167,18-24,Student,East,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs,YouTube,Daily,3,Don't need it,Synthetic
U0168,25-34,Healthcare Professional,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Pay,Weekly,5,Don't need it,Synthetic
U0169,18-24,IT Professional,East,Google Search; YouTube; Google Maps; Google Chrome; Google Docs,Google Docs,Weekly,5,Prefer competitor,Synthetic
U0170,18-24,IT Professional,West,Google Search; YouTube; Google Maps; Google Chrome; Google Photos; Google Pay,YouTube,Daily,5,Not aware of product,Synthetic
U0171,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Pay,Google Maps,Daily,2,Prefer competitor,Synthetic
U0172,25-34,Student,East,YouTube; Gmail; Google Maps; Google Chrome; Google Docs,YouTube,Daily,2,Prefer competitor,Synthetic
U0173,45-54,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos,Google Chrome,Weekly,5,Difficult to use,Synthetic
U0174,25-34,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs,Google Meet,Daily,4,Privacy concerns,Synthetic
U0175,25-34,Student,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Docs,Daily,4,Prefer competitor,Synthetic
U0176,18-24,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet,Google Drive,Daily,4,Limited internet/device,Synthetic
U0177,25-34,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Drive,Daily,4,No reason / Uses products,Synthetic
U0178,18-24,Teacher,West,Google Search; YouTube; Gmail; Google Maps; Google Docs,YouTube,Weekly,5,Prefer competitor,Synthetic
U0179,35-44,Student,South,Google Search; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Drive,Daily,1,Privacy concerns,Synthetic
U0180,18-24,Teacher,Central,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Meet,Google Photos,Monthly,4,Limited internet/device,Synthetic
U0181,18-24,Healthcare Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos,Gmail,Daily,4,Prefer competitor,Synthetic
U0182,25-34,IT Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Chrome,Daily,3,Don't need it,Synthetic
U0183,55+,Teacher,West,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Docs; Google Pay,YouTube,Daily,5,Prefer competitor,Synthetic
U0184,25-34,Teacher,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet,Gmail,Daily,3,Difficult to use,Synthetic
U0185,18-24,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Daily,1,Prefer competitor,Synthetic
U0186,18-24,IT Professional,East,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs,Google Search,Daily,5,Don't need it,Synthetic
U0187,45-54,Student,West,YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs; Google Pay,YouTube,Daily,5,Prefer competitor,Synthetic
U0188,25-34,Business Owner,West,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Docs,Gmail,Daily,5,Not aware of product,Synthetic
U0189,35-44,Student,Central,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Pay,Gmail,Weekly,4,Prefer competitor,Synthetic
U0190,35-44,IT Professional,Central,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Docs; Google Pay,Gmail,Monthly,2,Privacy concerns,Synthetic
U0191,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Meet; Google Pay,Google Meet,Daily,4,Privacy concerns,Synthetic
U0192,55+,Teacher,West,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Pay,Google Pay,Weekly,4,Difficult to use,Synthetic
U0193,55+,IT Professional,South,Google Search; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Search,Daily,4,Don't need it,Synthetic
U0194,18-24,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Pay,Google Meet,Daily,1,Prefer competitor,Synthetic
U0195,45-54,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Meet,Monthly,4,Privacy concerns,Synthetic
U0196,45-54,Business Owner,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive,YouTube,Weekly,3,Privacy concerns,Synthetic
U0197,35-44,Teacher,Central,Google Search; YouTube; Google Maps; Google Chrome; Google Photos,Google Search,Daily,5,Privacy concerns,Synthetic
U0198,45-54,IT Professional,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet,YouTube,Daily,5,Don't need it,Synthetic
U0199,25-34,Other,North,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Pay,Weekly,4,Don't need it,Synthetic
U0200,25-34,Student,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Pay,Daily,5,Privacy concerns,Synthetic
U0201,35-44,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Pay,YouTube,Weekly,4,Not aware of product,Synthetic
U0202,18-24,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,YouTube,Daily,4,Don't need it,Synthetic
U0203,55+,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet,YouTube,Weekly,5,Privacy concerns,Synthetic
U0204,35-44,Student,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,YouTube,Weekly,4,Prefer competitor,Synthetic
U0205,25-34,Teacher,South,Google Search; YouTube; Gmail; Google Chrome,Google Search,Weekly,5,Prefer competitor,Synthetic
U0206,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Daily,5,Not aware of product,Synthetic
U0207,25-34,Business Owner,Central,Google Search; YouTube; Google Maps; Google Chrome; Google Photos; Google Meet,Google Meet,Daily,4,Not aware of product,Synthetic
U0208,25-34,IT Professional,East,Google Search; YouTube; Google Maps; Google Photos; Google Docs,Google Photos,Daily,4,Not aware of product,Synthetic
U0209,25-34,Student,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs,Google Meet,Daily,4,Don't need it,Synthetic
U0210,35-44,Other,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Meet; Google Pay,Google Drive,Daily,2,Not aware of product,Synthetic
U0211,45-54,Other,West,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Docs,Google Search,Weekly,5,Prefer competitor,Synthetic
U0212,18-24,Student,Central,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Chrome,Daily,4,Limited internet/device,Synthetic
U0213,18-24,Student,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs,YouTube,Weekly,3,Don't need it,Synthetic
U0214,45-54,Student,North,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Photos,Weekly,4,Limited internet/device,Synthetic
U0215,25-34,Teacher,South,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Pay,Monthly,1,Don't need it,Synthetic
U0216,25-34,Business Owner,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet,Google Search,Daily,4,Don't need it,Synthetic
U0217,25-34,Business Owner,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Drive,Weekly,4,Don't need it,Synthetic
U0218,25-34,Teacher,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Maps,Daily,3,Prefer competitor,Synthetic
U0219,45-54,Teacher,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Meet,Daily,5,Not aware of product,Synthetic
U0220,25-34,Teacher,East,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Google Pay,Monthly,4,Don't need it,Synthetic
U0221,18-24,Student,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Docs,Monthly,4,Not aware of product,Synthetic
U0222,18-24,Student,East,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Meet; Google Pay,Google Search,Daily,4,Prefer competitor,Synthetic
U0223,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Maps,Monthly,1,Not aware of product,Synthetic
U0224,35-44,Business Owner,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Docs; Google Pay,Google Maps,Daily,3,Prefer competitor,Synthetic
U0225,35-44,Student,South,Google Search; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Maps,Weekly,2,Prefer competitor,Synthetic
U0226,18-24,Business Owner,South,Google Search; YouTube; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Search,Weekly,5,Prefer competitor,Synthetic
U0227,25-34,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,YouTube,Daily,5,No reason / Uses products,Synthetic
U0228,25-34,Teacher,South,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Drive,Daily,4,Not aware of product,Synthetic
U0229,18-24,Business Owner,East,Google Search; YouTube; Gmail; Google Maps; Google Meet; Google Pay,YouTube,Daily,2,Not aware of product,Synthetic
U0230,25-34,Student,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,YouTube,Daily,5,Don't need it,Synthetic
U0231,45-54,Business Owner,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,YouTube,Daily,4,Don't need it,Synthetic
U0232,18-24,Business Owner,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Docs; Google Pay,Google Maps,Weekly,5,Prefer competitor,Synthetic
U0233,18-24,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Daily,3,Difficult to use,Synthetic
U0234,25-34,Student,East,Google Search; Gmail; Google Photos; Google Docs,Gmail,Daily,5,Don't need it,Synthetic
U0235,25-34,Other,West,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Gmail,Daily,4,Prefer competitor,Synthetic
U0236,18-24,Student,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Pay,Gmail,Weekly,5,Prefer competitor,Synthetic
U0237,25-34,IT Professional,South,Google Search; YouTube; Google Maps; Google Chrome; Google Meet; Google Pay,YouTube,Weekly,2,Don't need it,Synthetic
U0238,18-24,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet,YouTube,Monthly,3,Don't need it,Synthetic
U0239,18-24,Healthcare Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Monthly,4,No reason / Uses products,Synthetic
U0240,25-34,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs,Google Photos,Daily,4,Not aware of product,Synthetic
U0241,45-54,Teacher,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,YouTube,Daily,4,Prefer competitor,Synthetic
U0242,18-24,IT Professional,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Pay,Daily,4,Prefer competitor,Synthetic
U0243,18-24,Business Owner,East,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Drive,Weekly,4,Don't need it,Synthetic
U0244,25-34,IT Professional,South,Google Search; YouTube; Google Maps; Google Drive; Google Pay,YouTube,Daily,4,Don't need it,Synthetic
U0245,18-24,Business Owner,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs,Google Drive,Weekly,4,Don't need it,Synthetic
U0246,25-34,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet,Gmail,Daily,5,Prefer competitor,Synthetic
U0247,25-34,IT Professional,North,Google Search; YouTube; Gmail; Google Chrome; Google Docs; Google Pay,Google Search,Monthly,2,Difficult to use,Synthetic
U0248,25-34,Business Owner,East,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Photos; Google Docs; Google Pay,Google Pay,Monthly,4,Prefer competitor,Synthetic
U0249,45-54,Business Owner,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet,Google Meet,Weekly,4,Prefer competitor,Synthetic
U0250,18-24,Healthcare Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Drive,Daily,5,Difficult to use,Synthetic
U0251,35-44,Other,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Photos,Daily,4,Difficult to use,Synthetic
U0252,55+,Business Owner,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Maps,Weekly,5,Difficult to use,Synthetic
U0253,25-34,Teacher,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Pay,YouTube,Daily,3,Privacy concerns,Synthetic
U0254,25-34,Healthcare Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Monthly,5,Don't need it,Synthetic
U0255,35-44,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs,Google Photos,Daily,5,Not aware of product,Synthetic
U0256,45-54,Business Owner,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Gmail,Weekly,5,Don't need it,Synthetic
U0257,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,YouTube,Daily,3,Prefer competitor,Synthetic
U0258,25-34,Student,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Docs,Daily,5,Don't need it,Synthetic
U0259,18-24,Business Owner,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Maps,Daily,4,Privacy concerns,Synthetic
U0260,45-54,IT Professional,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Photos,Monthly,4,Don't need it,Synthetic
U0261,35-44,Other,North,YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Gmail,Daily,3,Don't need it,Synthetic
U0262,18-24,Healthcare Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Docs,Google Docs,Daily,4,Prefer competitor,Synthetic
U0263,25-34,Student,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Drive,Daily,2,Don't need it,Synthetic
U0264,25-34,IT Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos,Google Search,Monthly,5,Privacy concerns,Synthetic
U0265,45-54,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Pay,Gmail,Weekly,5,Prefer competitor,Synthetic
U0266,45-54,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Gmail,Monthly,4,Limited internet/device,Synthetic
U0267,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Gmail,Monthly,3,Difficult to use,Synthetic
U0268,45-54,Student,South,Google Search; Gmail; Google Chrome; Google Photos; Google Meet,Google Meet,Daily,5,Difficult to use,Synthetic
U0269,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Pay,Google Chrome,Monthly,3,Don't need it,Synthetic
U0270,35-44,IT Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Photos,Weekly,4,Prefer competitor,Synthetic
U0271,35-44,Business Owner,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Drive,Monthly,3,No reason / Uses products,Synthetic
U0272,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Search,Weekly,4,Difficult to use,Synthetic
U0273,25-34,Healthcare Professional,South,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Gmail,Daily,5,Prefer competitor,Synthetic
U0274,35-44,Teacher,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Pay,Monthly,4,Don't need it,Synthetic
U0275,35-44,Business Owner,Central,YouTube; Gmail; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Meet,Daily,4,Don't need it,Synthetic
U0276,45-54,Student,East,Google Search; Gmail; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Drive,Daily,3,Not aware of product,Synthetic
U0277,35-44,Business Owner,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Meet,Weekly,5,Prefer competitor,Synthetic
U0278,35-44,Student,West,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Docs; Google Pay,Google Photos,Weekly,5,Privacy concerns,Synthetic
U0279,18-24,Teacher,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,YouTube,Daily,4,Prefer competitor,Synthetic
U0280,55+,Healthcare Professional,South,Google Search; YouTube; Google Maps; Google Chrome; Google Photos; Google Docs,Google Search,Weekly,5,Don't need it,Synthetic
U0281,18-24,Healthcare Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Docs,Google Chrome,Monthly,3,Prefer competitor,Synthetic
U0282,18-24,Business Owner,South,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Docs,Google Photos,Daily,1,Don't need it,Synthetic
U0283,55+,IT Professional,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Photos,Weekly,4,Don't need it,Synthetic
U0284,25-34,Healthcare Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Docs,Google Chrome,Monthly,4,Prefer competitor,Synthetic
U0285,18-24,IT Professional,North,Google Search; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Drive,Daily,4,Don't need it,Synthetic
U0286,25-34,Teacher,North,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Docs,Weekly,5,Privacy concerns,Synthetic
U0287,35-44,Student,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Pay,YouTube,Daily,1,Don't need it,Synthetic
U0288,18-24,Healthcare Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Drive,Monthly,5,Not aware of product,Synthetic
U0289,25-34,Healthcare Professional,South,Google Search; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs; Google Pay,Gmail,Daily,5,Don't need it,Synthetic
U0290,18-24,Other,South,Google Search; YouTube; Google Maps; Google Chrome,Google Chrome,Weekly,4,Difficult to use,Synthetic
U0291,55+,Teacher,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Gmail,Daily,4,Prefer competitor,Synthetic
U0292,18-24,Other,Central,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Meet; Google Pay,Google Meet,Daily,5,Not aware of product,Synthetic
U0293,25-34,IT Professional,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive,Google Chrome,Daily,3,Don't need it,Synthetic
U0294,55+,Business Owner,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Docs,Weekly,1,No reason / Uses products,Synthetic
U0295,35-44,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Docs,Daily,5,Prefer competitor,Synthetic
U0296,55+,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs,Google Meet,Daily,4,Don't need it,Synthetic
U0297,25-34,Student,South,Google Search; YouTube; Google Maps; Google Chrome; Google Photos; Google Pay,Google Search,Weekly,4,Privacy concerns,Synthetic
U0298,35-44,IT Professional,South,Google Search; YouTube; Gmail; Google Chrome; Google Docs; Google Pay,YouTube,Daily,4,Don't need it,Synthetic
U0299,25-34,Business Owner,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,YouTube,Daily,4,Difficult to use,Synthetic
U0300,25-34,Teacher,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Pay,Google Maps,Weekly,5,Don't need it,Synthetic
U0301,35-44,Healthcare Professional,South,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Docs; Google Pay,Google Maps,Daily,5,Prefer competitor,Synthetic
U0302,35-44,Healthcare Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Monthly,5,No reason / Uses products,Synthetic
U0303,18-24,Student,West,Google Search; YouTube; Gmail; Google Chrome; Google Meet; Google Docs; Google Pay,YouTube,Daily,4,Limited internet/device,Synthetic
U0304,35-44,Other,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Daily,5,Don't need it,Synthetic
U0305,25-34,Healthcare Professional,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Pay,YouTube,Monthly,1,Don't need it,Synthetic
U0306,35-44,IT Professional,North,YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Daily,5,Don't need it,Synthetic
U0307,55+,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Gmail,Daily,4,Prefer competitor,Synthetic
U0308,18-24,Student,South,Google Search; YouTube; Google Drive; Google Meet; Google Pay,Google Drive,Daily,3,Prefer competitor,Synthetic
U0309,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet,Google Maps,Monthly,4,Not aware of product,Synthetic
U0310,18-24,Business Owner,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Pay,YouTube,Weekly,4,Not aware of product,Synthetic
U0311,25-34,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Photos; Google Meet; Google Docs,Google Photos,Daily,3,Privacy concerns,Synthetic
U0312,25-34,Business Owner,North,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Meet; Google Pay,Google Meet,Daily,4,Don't need it,Synthetic
U0313,35-44,Student,South,Google Search; YouTube; Gmail; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,YouTube,Daily,5,Not aware of product,Synthetic
U0314,35-44,Other,South,Google Search; YouTube; Google Maps; Google Drive; Google Photos; Google Docs; Google Pay,Google Photos,Daily,4,Difficult to use,Synthetic
U0315,18-24,IT Professional,South,Google Search; YouTube; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Chrome,Daily,4,Prefer competitor,Synthetic
U0316,35-44,Business Owner,North,Google Search; Gmail; Google Maps; Google Photos; Google Pay,Google Photos,Daily,5,Not aware of product,Synthetic
U0317,45-54,Other,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Search,Weekly,5,Prefer competitor,Synthetic
U0318,18-24,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Docs; Google Pay,Google Chrome,Daily,3,Don't need it,Synthetic
U0319,35-44,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Gmail,Weekly,1,Privacy concerns,Synthetic
U0320,45-54,IT Professional,East,Google Search; YouTube; Google Chrome; Google Drive; Google Docs; Google Pay,Google Pay,Weekly,3,Don't need it,Synthetic
U0321,18-24,Other,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,YouTube,Daily,5,Limited internet/device,Synthetic
U0322,18-24,Business Owner,Central,Google Search; YouTube; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Chrome,Weekly,3,Difficult to use,Synthetic
U0323,55+,Student,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Gmail,Daily,4,No reason / Uses products,Synthetic
U0324,35-44,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Search,Daily,3,Prefer competitor,Synthetic
U0325,18-24,IT Professional,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Docs; Google Pay,Gmail,Daily,5,Prefer competitor,Synthetic
U0326,55+,Other,South,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Google Chrome,Monthly,3,Privacy concerns,Synthetic
U0327,18-24,Other,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs,Gmail,Daily,4,Prefer competitor,Synthetic
U0328,25-34,Teacher,North,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Docs,Daily,5,Prefer competitor,Synthetic
U0329,35-44,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Photos; Google Meet; Google Docs; Google Pay,Gmail,Daily,4,Privacy concerns,Synthetic
U0330,45-54,Healthcare Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Photos,Monthly,5,Limited internet/device,Synthetic
U0331,45-54,Healthcare Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Photos,Daily,4,No reason / Uses products,Synthetic
